# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LYLY1_2A035891	LYLY1_2A035891	LYLY1_2A035891T3	protein_coding	0	1	1	212	0	0	0	10	0	200	1	0	0	1	0	0	0	0	0	3
LYLY1_2A035896	LYLY1_2A035896	LYLY1_2A035896T5	protein_coding	0	0	0	25	1	0	0	2	0	20	0	0	0	0	0	0	0	0	0	2
LYLY1_2A035898	LYLY1_2A035898	LYLY1_2A035898T1	protein_coding	0	0	1	67	0	0	0	3	0	61	1	0	0	0	0	0	0	0	0	3
LYLY1_2A035899	LYLY1_2A035899	LYLY1_2A035899T1	protein_coding	0	3	1	170	0	0	0	18	0	137	1	0	0	0	0	0	0	0	3	15
LYLY1_2A035900	LYLY1_2A035900	LYLY1_2A035900T1	protein_coding	0	1	1	18	0	0	0	9	0	0	1	0	0	0	0	0	0	0	1	9
LYLY1_2A035903	LYLY1_2A035903	LYLY1_2A035903T1	protein_coding	0	2	0	154	8	0	0	16	0	126	0	0	0	1	0	0	0	0	1	5
LYLY1_2A035904	LYLY1_2A035904	LYLY1_2A035904T1	protein_coding	0	0	1	10	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	5
LYLY1_2A035905	LYLY1_2A035905	LYLY1_2A035905T1	protein_coding	0	0	0	7	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3
LYLY1_2A035906	LYLY1_2A035906	LYLY1_2A035906T1	protein_coding	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035909	LYLY1_2A035909	LYLY1_2A035909T1	protein_coding	0	6	0	37	0	0	0	7	0	30	0	0	0	1	0	0	0	0	5	1
LYLY1_2A035911	LYLY1_2A035911	LYLY1_2A035911T2	protein_coding	0	1	0	27	0	0	0	1	0	25	0	0	0	1	0	0	0	0	0	2
LYLY1_2A035912	LYLY1_2A035912	LYLY1_2A035912T1	protein_coding	0	0	0	51	0	0	0	9	0	29	0	0	0	0	0	0	0	0	0	13
LYLY1_2A035918	LYLY1_2A035918	LYLY1_2A035918T4	protein_coding	0	2	0	19	0	0	0	3	0	5	0	0	0	1	0	0	0	0	1	12
LYLY1_2A035919	LYLY1_2A035919	LYLY1_2A035919T1	protein_coding	0	0	0	8	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A035921	LYLY1_2A035921	LYLY1_2A035921T2	protein_coding	0	0	0	11	1	0	1	6	0	2	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035923	LYLY1_2A035923	LYLY1_2A035923T2	protein_coding	0	0	1	36	0	0	0	12	0	15	1	0	0	0	0	0	0	0	0	9
LYLY1_2A035924	LYLY1_2A035924	LYLY1_2A035924T1	protein_coding	0	0	1	16	0	0	0	7	0	6	1	0	0	0	0	0	0	0	0	3
LYLY1_2A035925	LYLY1_2A035925	LYLY1_2A035925T1	protein_coding	0	1	0	22	0	0	0	7	0	13	0	0	0	0	0	0	0	0	1	2
LYLY1_2A035928	LYLY1_2A035928	LYLY1_2A035928T2	protein_coding	0	1	0	58	0	0	0	1	0	51	0	0	0	0	0	0	0	0	1	6
LYLY1_2A035943	LYLY1_2A035943	LYLY1_2A035943T1	protein_coding	0	3	1	219	3	0	1	6	0	198	1	0	0	0	0	0	0	0	3	11
LYLY1_2A035944	LYLY1_2A035944	LYLY1_2A035944T1	protein_coding	0	1	0	41	4	0	0	1	0	34	0	0	0	0	0	0	0	0	1	2
LYLY1_2A035945	LYLY1_2A035945	LYLY1_2A035945T1	protein_coding	0	3	1	737	0	0	0	14	0	719	1	0	0	1	0	0	0	0	2	5
LYLY1_2A035946	LYLY1_2A035946	LYLY1_2A035946T1	protein_coding	0	0	0	37	1	0	1	1	0	20	0	0	0	0	0	0	0	0	0	14
LYLY1_2A035953	LYLY1_2A035953	LYLY1_2A035953T2	protein_coding	0	2	0	138	6	0	0	7	0	117	0	0	0	0	0	0	0	0	2	8
LYLY1_2A035954	LYLY1_2A035954	LYLY1_2A035954T1	protein_coding	1	0	0	14	0	0	0	10	0	1	0	1	0	0	0	0	0	0	0	4
LYLY1_2A035955	LYLY1_2A035955	LYLY1_2A035955T1	protein_coding	0	2	2	5	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	3
LYLY1_2A035957	LYLY1_2A035957	LYLY1_2A035957T1	protein_coding	0	0	0	66	3	0	0	14	0	48	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035960	LYLY1_2A035960	LYLY1_2A035960T2	protein_coding	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035961	LYLY1_2A035961	LYLY1_2A035961T1	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A035962	LYLY1_2A035962	LYLY1_2A035962T1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035964	LYLY1_2A035964	LYLY1_2A035964T1	protein_coding	0	1	0	22	3	0	0	0	0	15	0	0	0	0	0	0	0	0	1	4
LYLY1_2A035965	LYLY1_2A035965	LYLY1_2A035965T1	protein_coding	1	0	0	10	2	0	0	6	0	1	0	0	0	0	0	1	0	0	0	1
LYLY1_2A035966	LYLY1_2A035966	LYLY1_2A035966T1	protein_coding	0	6	4	303	0	0	0	17	0	284	4	0	0	0	0	0	0	0	6	2
LYLY1_2A035967	LYLY1_2A035967	LYLY1_2A035967T1	protein_coding	0	0	1	13	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	2
LYLY1_2A035971	LYLY1_2A035971	LYLY1_2A035971T1	protein_coding	0	0	0	183	0	0	0	3	0	180	0	0	0	0	0	0	0	0	0	0
LYLY1_2A035972	LYLY1_2A035972	LYLY1_2A035972T1	protein_coding	0	3	0	20	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	6
LYLY1_2A035973	LYLY1_2A035973	LYLY1_2A035973T1	protein_coding	0	1	0	5	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1
LYLY1_2A035974	LYLY1_2A035974	LYLY1_2A035974T1	protein_coding	0	2	0	14	0	0	0	2	0	8	0	0	0	0	0	0	0	0	2	4
LYLY1_2A035975	LYLY1_2A035975	LYLY1_2A035975T1	protein_coding	0	0	2	30	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	20
LYLY1_2A035978	LYLY1_2A035978	LYLY1_2A035978T1	protein_coding	0	0	0	32	5	0	0	7	0	16	0	0	0	0	0	0	0	0	0	4
LYLY1_2A035980	LYLY1_2A035980	LYLY1_2A035980T1	protein_coding	0	0	3	52	2	0	0	6	0	35	3	0	0	0	0	0	0	0	0	9
LYLY1_2A035981	LYLY1_2A035981	LYLY1_2A035981T1	protein_coding	0	2	3	74	0	0	0	43	0	0	3	0	0	0	0	0	0	0	2	31
LYLY1_2A035985	LYLY1_2A035985	LYLY1_2A035985T2	protein_coding	0	4	1	220	4	0	0	2	0	214	1	0	0	2	0	0	0	0	2	2
LYLY1_2A035986	LYLY1_2A035986	LYLY1_2A035986T1	protein_coding	0	0	1	9	0	0	0	3	0	5	1	0	0	0	0	0	0	0	0	1
LYLY1_2A035987	LYLY1_2A035987	LYLY1_2A035987T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035988	LYLY1_2A035988	LYLY1_2A035988T1	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A035989	LYLY1_2A035989	LYLY1_2A035989T1	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LYLY1_2A035993	LYLY1_2A035993	LYLY1_2A035993T1	protein_coding	0	4	1	56	0	0	0	2	0	53	1	0	0	1	0	0	0	0	3	2
LYLY1_2A035996	LYLY1_2A035996	LYLY1_2A035996T1	protein_coding	1	11	1	258	0	0	0	17	0	243	1	0	1	3	0	0	0	0	8	2
LYLY1_2A035997	LYLY1_2A035997	LYLY1_2A035997T1	protein_coding	0	0	1	35	0	0	0	4	0	17	1	0	0	0	0	0	0	0	0	14
LYLY1_2A036000	LYLY1_2A036000	LYLY1_2A036000T3	protein_coding	0	1	1	42	0	0	0	5	0	34	1	0	0	0	0	0	0	0	1	3
LYLY1_2A036005	LYLY1_2A036005	LYLY1_2A036005T2	protein_coding	0	1	0	45	5	0	0	4	0	29	0	0	0	0	0	0	0	0	1	7
LYLY1_2A036006	LYLY1_2A036006	LYLY1_2A036006T1	protein_coding	0	2	1	155	0	0	0	14	0	138	1	0	0	1	0	0	0	0	1	4
LYLY1_2A036008	LYLY1_2A036008	LYLY1_2A036008T1	protein_coding	1	0	0	13	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	8
LYLY1_2A036009	LYLY1_2A036009	LYLY1_2A036009T1	protein_coding	0	2	0	25	0	0	0	14	0	6	0	0	0	0	0	0	0	0	2	5
LYLY1_2A036010	LYLY1_2A036010	LYLY1_2A036010T1	protein_coding	1	0	0	25	0	0	0	9	0	4	0	0	1	0	0	0	0	0	0	13
LYLY1_2A036011	LYLY1_2A036011	LYLY1_2A036011T1	protein_coding	0	1	0	15	4	1	1	8	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A036012	LYLY1_2A036012	LYLY1_2A036012T1	protein_coding	0	0	0	26	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12
LYLY1_2A036013	LYLY1_2A036013	LYLY1_2A036013T1	protein_coding	0	0	0	14	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	6
LYLY1_2A036014	LYLY1_2A036014	LYLY1_2A036014T1	protein_coding	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A036015	LYLY1_2A036015	LYLY1_2A036015T1	protein_coding	0	0	0	27	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036016	LYLY1_2A036016	LYLY1_2A036016T1	protein_coding	0	0	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036017	LYLY1_2A036017	LYLY1_2A036017T1	protein_coding	0	0	1	6	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4
LYLY1_2A036018	LYLY1_2A036018	LYLY1_2A036018T1	protein_coding	0	0	1	66	0	0	0	7	0	54	1	0	0	0	0	0	0	0	0	5
LYLY1_2A036019	LYLY1_2A036019	LYLY1_2A036019T1	protein_coding	0	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
LYLY1_2A036024	LYLY1_2A036024	LYLY1_2A036024T3	protein_coding	0	1	1	28	0	0	0	6	0	10	1	0	0	0	0	0	0	0	1	12
LYLY1_2A036025	LYLY1_2A036025	LYLY1_2A036025T1	protein_coding	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036026	LYLY1_2A036026	LYLY1_2A036026T1	protein_coding	0	3	2	436	4	0	0	2	0	416	2	0	0	0	0	0	0	0	3	14
LYLY1_2A036027	LYLY1_2A036027	LYLY1_2A036027T1	protein_coding	0	0	0	30	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	12
LYLY1_2A036028	LYLY1_2A036028	LYLY1_2A036028T1	protein_coding	0	1	1	32	0	0	0	2	0	26	1	0	0	0	0	0	0	0	1	4
LYLY1_2A036034	LYLY1_2A036034	LYLY1_2A036034T4	protein_coding	0	3	1	40	3	1	3	14	0	4	1	0	0	0	0	0	0	0	2	16
LYLY1_2A036040	LYLY1_2A036040	LYLY1_2A036040T2	protein_coding	0	1	0	243	3	0	0	13	0	217	0	0	0	0	0	0	0	0	1	10
LYLY1_2A036041	LYLY1_2A036041	LYLY1_2A036041T1	protein_coding	0	0	0	52	0	0	0	8	0	39	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036043	LYLY1_2A036043	LYLY1_2A036043T2	protein_coding	0	0	0	33	7	0	1	5	0	15	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036044	LYLY1_2A036044	LYLY1_2A036044T1	protein_coding	0	2	2	44	0	0	0	7	0	35	2	0	0	0	0	0	0	0	2	2
LYLY1_2A036045	LYLY1_2A036045	LYLY1_2A036045T1	protein_coding	0	0	0	43	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036046	LYLY1_2A036046	LYLY1_2A036046T1	protein_coding	0	0	0	7	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036047	LYLY1_2A036047	LYLY1_2A036047T1	protein_coding	0	1	0	22	0	0	0	7	0	14	0	0	0	0	0	0	0	0	1	1
LYLY1_2A036050	LYLY1_2A036050	LYLY1_2A036050T2	protein_coding	0	4	3	121	0	0	0	9	0	104	3	0	0	0	0	0	0	0	4	8
LYLY1_2A036051	LYLY1_2A036051	LYLY1_2A036051T1	protein_coding	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A036052	LYLY1_2A036052	LYLY1_2A036052T1	protein_coding	0	0	0	31	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	7
LYLY1_2A036053	LYLY1_2A036053	LYLY1_2A036053T1	protein_coding	0	0	0	28	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	21
LYLY1_2A036055	LYLY1_2A036055	LYLY1_2A036055T2	protein_coding	0	3	2	51	0	0	0	3	0	37	2	0	0	2	0	0	0	0	1	13
LYLY1_2A036056	LYLY1_2A036056	LYLY1_2A036056T1	protein_coding	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036058	LYLY1_2A036058	LYLY1_2A036058T2	protein_coding	0	0	2	12	0	0	0	7	0	4	2	0	0	0	0	0	0	0	0	1
LYLY1_2A036064	LYLY1_2A036064	LYLY1_2A036064T3	protein_coding	0	3	0	16	0	0	0	1	0	12	0	0	0	0	0	0	0	0	3	3
LYLY1_2A036065	LYLY1_2A036065	LYLY1_2A036065T1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A036066	LYLY1_2A036066	LYLY1_2A036066T1	protein_coding	0	0	1	19	0	0	0	9	0	7	1	0	0	0	0	0	0	0	0	3
LYLY1_2A036067	LYLY1_2A036067	LYLY1_2A036067T1	protein_coding	0	0	1	18	0	0	0	12	0	5	1	0	0	0	0	0	0	0	0	1
LYLY1_2A036068	LYLY1_2A036068	LYLY1_2A036068T1	protein_coding	0	0	1	15	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	8
LYLY1_2A036069	LYLY1_2A036069	LYLY1_2A036069T1	protein_coding	0	0	0	12	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036070	LYLY1_2A036070	LYLY1_2A036070T1	protein_coding	0	2	0	38	2	0	1	2	0	27	0	0	0	0	0	0	0	0	2	6
LYLY1_2A036071	LYLY1_2A036071	LYLY1_2A036071T1	protein_coding	0	0	1	159	0	0	0	7	0	146	1	0	0	0	0	0	0	0	0	6
LYLY1_2A036072	LYLY1_2A036072	LYLY1_2A036072T1	protein_coding	0	1	1	10	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	8
LYLY1_2A036073	LYLY1_2A036073	LYLY1_2A036073T1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036074	LYLY1_2A036074	LYLY1_2A036074T1	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
LYLY1_2A036075	LYLY1_2A036075	LYLY1_2A036075T1	protein_coding	0	3	0	15	0	0	0	2	0	12	0	0	0	1	0	0	0	0	2	2
LYLY1_2A036077	LYLY1_2A036077	LYLY1_2A036077T2	protein_coding	0	1	0	30	0	0	0	2	0	29	0	0	0	1	0	0	0	0	0	0
LYLY1_2A036078	LYLY1_2A036078	LYLY1_2A036078T1	protein_coding	0	0	1	12	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	7
LYLY1_2A036080	LYLY1_2A036080	LYLY1_2A036080T1	protein_coding	0	1	1	66	0	0	0	12	0	50	1	0	0	0	0	0	0	0	1	4
LYLY1_2A036081	LYLY1_2A036081	LYLY1_2A036081T1	protein_coding	0	0	0	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9
LYLY1_2A036087	LYLY1_2A036087	LYLY1_2A036087T5	protein_coding	0	0	0	150	1	0	0	5	0	143	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036090	LYLY1_2A036090	LYLY1_2A036090T2	protein_coding	0	0	1	83	0	0	0	6	0	65	1	0	0	0	0	0	0	0	0	12
LYLY1_2A036091	LYLY1_2A036091	LYLY1_2A036091T1	protein_coding	0	1	0	43	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	16
LYLY1_2A036098	LYLY1_2A036098	LYLY1_2A036098T7	protein_coding	0	1	0	58	0	0	0	2	0	53	0	0	0	0	0	0	0	0	1	3
LYLY1_2A036099	LYLY1_2A036099	LYLY1_2A036099T1	protein_coding	0	1	0	15	3	1	1	4	0	4	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036101	LYLY1_2A036101	LYLY1_2A036101T1	protein_coding	0	1	0	25	2	0	0	9	0	6	0	0	0	1	0	0	0	0	0	9
LYLY1_2A036102	LYLY1_2A036102	LYLY1_2A036102T1	protein_coding	0	1	1	35	5	0	0	13	0	15	1	0	0	0	0	0	0	0	1	2
LYLY1_2A036105	LYLY1_2A036105	LYLY1_2A036105T1	protein_coding	0	3	1	30	0	0	1	4	0	22	1	0	0	0	0	0	0	0	3	3
LYLY1_2A036106	LYLY1_2A036106	LYLY1_2A036106T1	protein_coding	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13
LYLY1_2A036107	LYLY1_2A036107	LYLY1_2A036107T1	protein_coding	0	0	0	14	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036111	LYLY1_2A036111	LYLY1_2A036111T2	protein_coding	0	7	1	67	1	0	1	14	0	50	1	0	0	0	0	0	0	0	7	1
LYLY1_2A036114	LYLY1_2A036114	LYLY1_2A036114T2	protein_coding	0	0	0	14	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036115	LYLY1_2A036115	LYLY1_2A036115T1	protein_coding	1	0	0	25	2	0	0	1	0	20	0	0	0	0	0	1	0	0	0	2
LYLY1_2A036119	LYLY1_2A036119	LYLY1_2A036119T3	protein_coding	0	0	0	19	1	0	0	10	0	3	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036121	LYLY1_2A036121	LYLY1_2A036121T1	protein_coding	0	0	0	8	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	4
LYLY1_2A036122	LYLY1_2A036122	LYLY1_2A036122T1	protein_coding	0	6	7	221	0	0	0	6	0	216	7	0	0	3	0	0	0	0	4	1
LYLY1_2A036123	LYLY1_2A036123	LYLY1_2A036123T1	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A036124	LYLY1_2A036124	LYLY1_2A036124T1	protein_coding	0	0	1	126	0	0	0	4	0	118	1	0	0	0	0	0	0	0	0	4
LYLY1_2A036128	LYLY1_2A036128	LYLY1_2A036128T4	protein_coding	0	1	3	249	11	0	0	3	0	231	3	0	0	1	0	0	0	0	1	4
LYLY1_2A036129	LYLY1_2A036129	LYLY1_2A036129T1	protein_coding	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4
LYLY1_2A036131	LYLY1_2A036131	LYLY1_2A036131T1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LYLY1_2A036132	LYLY1_2A036132	LYLY1_2A036132T1	protein_coding	0	1	1	8	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	4
LYLY1_2A036133	LYLY1_2A036133	LYLY1_2A036133T1	protein_coding	0	0	1	7	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	1
LYLY1_2A036134	LYLY1_2A036134	LYLY1_2A036134T1	protein_coding	0	3	1	84	0	0	0	5	0	78	1	0	0	1	0	0	0	0	3	1
LYLY1_2A036135	LYLY1_2A036135	LYLY1_2A036135T1	protein_coding	0	3	0	36	0	0	3	15	0	17	0	0	0	1	0	0	0	0	2	2
LYLY1_2A036138	LYLY1_2A036138	LYLY1_2A036138T3	protein_coding	0	13	11	117	0	0	0	12	0	93	11	0	0	0	0	0	0	0	13	12
LYLY1_2A036139	LYLY1_2A036139	LYLY1_2A036139T1	protein_coding	0	0	2	29	0	0	0	6	0	17	2	0	0	0	0	0	0	0	0	6
LYLY1_2A036143	LYLY1_2A036143	LYLY1_2A036143T2	protein_coding	0	0	0	18	4	0	0	4	0	7	0	0	0	0	0	0	0	0	0	3
LYLY1_2A036145	LYLY1_2A036145	LYLY1_2A036145T2	protein_coding	0	0	2	10	0	0	0	4	0	6	2	0	0	0	0	0	0	0	0	0
LYLY1_2A036146	LYLY1_2A036146	LYLY1_2A036146T1	protein_coding	0	1	1	11	0	0	0	3	0	4	1	0	0	0	0	0	0	0	1	4
LYLY1_2A036147	LYLY1_2A036147	LYLY1_2A036147T1	protein_coding	0	0	0	6	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036148	LYLY1_2A036148	LYLY1_2A036148T1	protein_coding	0	1	1	8	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	4
LYLY1_2A036149	LYLY1_2A036149	LYLY1_2A036149T1	protein_coding	0	0	0	87	0	0	0	7	0	71	0	0	0	0	0	0	0	0	0	9
LYLY1_2A036150	LYLY1_2A036150	LYLY1_2A036150T1	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
LYLY1_2A036151	LYLY1_2A036151	LYLY1_2A036151T1	protein_coding	0	0	0	7	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
LYLY1_2A036152	LYLY1_2A036152	LYLY1_2A036152T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036153	LYLY1_2A036153	LYLY1_2A036153T1	protein_coding	0	1	1	29	0	0	0	2	0	26	1	0	0	0	0	0	0	0	1	1
LYLY1_2A036154	LYLY1_2A036154	LYLY1_2A036154T1	protein_coding	0	0	0	17	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8
LYLY1_2A036159	LYLY1_2A036159	LYLY1_2A036159T1	protein_coding	0	2	0	62	0	0	0	8	0	47	0	0	0	0	0	0	0	0	2	7
LYLY1_2A036162	LYLY1_2A036162	LYLY1_2A036162T1	protein_coding	0	2	2	27	0	0	0	2	0	21	2	0	0	0	0	0	0	0	2	4
LYLY1_2A036164	LYLY1_2A036164	LYLY1_2A036164T1	protein_coding	0	1	3	65	6	0	0	11	0	38	3	0	0	0	0	0	0	0	1	10
LYLY1_2A036166	LYLY1_2A036166	LYLY1_2A036166T2	protein_coding	0	0	0	71	2	0	0	11	0	54	0	0	0	0	0	0	0	0	0	4
LYLY1_2A036168	LYLY1_2A036168	LYLY1_2A036168T1	protein_coding	0	1	1	41	3	0	0	7	0	22	1	0	0	0	0	0	0	0	1	9
LYLY1_2A036173	LYLY1_2A036173	LYLY1_2A036173T1	protein_coding	0	1	0	73	9	1	1	17	0	45	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036174	LYLY1_2A036174	LYLY1_2A036174T1	protein_coding	0	0	0	23	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	8
LYLY1_2A036175	LYLY1_2A036175	LYLY1_2A036175T1	protein_coding	0	2	1	36	0	0	0	22	0	5	1	0	0	0	0	0	0	0	2	9
LYLY1_2A036176	LYLY1_2A036176	LYLY1_2A036176T1	protein_coding	0	3	0	27	0	0	0	10	0	7	0	0	0	0	0	0	0	0	3	10
LYLY1_2A036178	LYLY1_2A036178	LYLY1_2A036178T1	protein_coding	0	2	0	31	1	0	2	8	0	12	0	0	0	0	0	0	0	0	2	8
LYLY1_2A036181	LYLY1_2A036181	LYLY1_2A036181T1	protein_coding	0	1	0	18	5	0	1	2	0	10	0	0	0	0	0	0	0	0	1	0
LYLY1_2A036182	LYLY1_2A036182	LYLY1_2A036182T1	protein_coding	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13
LYLY1_2A036183	LYLY1_2A036183	LYLY1_2A036183T1	protein_coding	0	1	0	48	0	0	0	20	0	14	0	0	0	0	0	0	0	0	1	14
LYLY1_2A036184	LYLY1_2A036184	LYLY1_2A036184T1	protein_coding	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
LYLY1_2A036190	LYLY1_2A036190	LYLY1_2A036190T3	protein_coding	0	4	2	70	3	0	0	19	0	45	2	0	0	1	0	0	0	0	4	3
LYLY1_2A036191	LYLY1_2A036191	LYLY1_2A036191T1	protein_coding	0	1	0	14	2	0	0	7	0	5	0	0	0	1	0	0	0	0	0	1
LYLY1_2A036193	LYLY1_2A036193	LYLY1_2A036193T2	protein_coding	0	0	1	11	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	1
LYLY1_2A036195	LYLY1_2A036195	LYLY1_2A036195T1	protein_coding	0	0	0	71	0	0	0	2	0	62	0	0	0	0	0	0	0	0	0	7
LYLY1_2A036196	LYLY1_2A036196	LYLY1_2A036196T1	protein_coding	0	1	0	14	0	0	0	4	0	8	0	0	0	0	0	0	0	0	1	2
LYLY1_2A036197	LYLY1_2A036197	LYLY1_2A036197T1	protein_coding	0	1	3	20	0	0	1	5	0	13	3	0	0	1	0	0	0	0	0	2
LYLY1_2A036198	LYLY1_2A036198	LYLY1_2A036198T1	protein_coding	0	3	1	89	5	0	4	20	0	43	1	0	0	0	0	0	0	0	3	17
LYLY1_2A036201	LYLY1_2A036201	LYLY1_2A036201T1	protein_coding	0	2	5	27	4	0	0	3	0	17	5	0	0	0	0	0	0	0	2	3
LYLY1_2A036202	LYLY1_2A036202	LYLY1_2A036202T1	protein_coding	0	0	3	8	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	5
LYLY1_2A036203	LYLY1_2A036203	LYLY1_2A036203T1	protein_coding	0	6	2	21	0	0	0	7	0	6	2	0	0	0	0	0	0	0	6	8
LYLY1_2A036204	LYLY1_2A036204	LYLY1_2A036204T1	protein_coding	0	11	0	67	1	0	0	5	0	60	0	0	0	1	0	0	0	0	10	2
LYLY1_2A036206	LYLY1_2A036206	LYLY1_2A036206T2	protein_coding	0	0	3	10	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	3
LYLY1_2A036207	LYLY1_2A036207	LYLY1_2A036207T1	protein_coding	0	1	2	8	1	0	0	1	0	2	2	0	0	1	0	0	0	0	1	4
LYLY1_2A036208	LYLY1_2A036208	LYLY1_2A036208T1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LYLY1_2A036209	LYLY1_2A036209	LYLY1_2A036209T1	protein_coding	0	0	0	15	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	3
